Date,Open,High,Low,Close,Volume
Today-1042,45.65,45.75,43.78,43.8,18878700
Today-1043,44,46.24,43.56,45.7,15712800
Today-1044,44.43,45.24,43.59,44.11,14928300
Today-1045,43.75,45.15,43.69,44.3,13405400
Today-1046,41.8,43.34,41.7,43.3,10354900
Today-1047,41.76,42.34,41.35,42.21,9102500
Today-1048,43.64,43.7,40.96,41.72,13301900
Today-1049,42.58,43.34,42.46,43.03,6702400
Today-1050,42.29,42.87,42.26,42.49,3755400
Today-1051,43.24,43.26,42.45,42.62,4054500
Today-1052,42.2,43.24,42.01,42.75,4837900
Today-1053,42.57,43.1,42,42.06,6477900
Today-1054,43.18,43.37,42.33,42.49,4992100
Today-1055,43.83,44.22,43.07,43.18,5145400
Today-1056,43.54,44.3,43,43.55,8340100
Today-1057,43.48,44.4,43.4,43.7,11977200
Today-1058,42.76,43.43,42.39,42.51,9957100
Today-1059,42.35,43.25,42.29,42.66,9189300
Today-1060,42.77,43.04,42.21,42.26,8675900
Today-1061,43.12,43.19,42.09,42.48,11826700
Today-1062,43.99,44.2,43.11,43.21,10248900
Today-1063,44.94,45.1,44.03,44.09,11289300
Today-1064,46.46,46.82,44.97,45.02,10998200
Today-1065,45.68,46.98,45.68,46.62,12097200
Today-1066,45.25,46.45,44.76,45.23,14261300
Today-1067,45.1,45.25,44.34,44.91,9660300
Today-1068,44.4,45.41,44.11,44.5,11640300
Today-1069,43.85,44.87,43.15,44.4,14290400
Today-1070,44.95,44.98,43.58,43.73,12860600
Today-1071,45.24,45.72,44.35,44.77,9890600
Today-1072,47.72,47.8,44.99,45.44,9808100
Today-1073,47.4,48.13,47.05,47.78,2759600
Today-1074,47.71,48.15,46.94,47.57,7183600
Today-1075,49,49.45,47.4,47.48,9926000
Today-1076,47,48.73,46.82,48.73,10557400
Today-1077,46.41,47.3,46.39,47.14,5514100
Today-1078,47.75,47.79,46.25,46.69,9601800
Today-1079,47.03,47.8,46.83,47.14,8597600
Today-1080,45.56,46.78,45.3,46.67,9642900
Today-1081,44.76,45.25,44.11,45.24,11080800
Today-1082,46.25,46.25,45.48,45.75,6748500
Today-1083,46.6,47.4,45.83,46.13,13908400
Today-1084,46.65,47.68,45.51,46.34,13826400
Today-1085,48.02,48.09,46.52,46.58,10486600
Today-1086,47.5,48.04,47.25,47.89,6616400
Today-1087,47.02,47.39,46.61,47.15,5223300
Today-1088,46.9,47.35,46.51,46.77,6364300
Today-1089,48.48,48.75,46.96,47.21,7524100
Today-1090,48.99,49.2,47.87,48.1,6550500
Today-1091,48.26,48.9,47.81,48.65,7679100
Today-1092,49.97,49.98,48,48.04,10265400
Today-1093,50.31,50.58,49.6,50.14,7861800
Today-1094,49.25,50.5,49.02,50.14,14726500
Today-1095,47.51,49.08,46.83,48.88,15590700
Today-1096,49.3,49.66,47.24,47.45,20760900
Today-1097,51.91,52.36,48.83,49.14,52852700
Today-1098,60.54,62.05,55.1,61.73,13948600
Today-1099,61.2,61.35,59.25,60.14,10298400
Today-1100,60.96,61.35,59.75,60.62,9294200
Today-1101,60.96,62.24,60.81,60.85,13739500
Today-1102,58.25,59.9,57.79,59.16,12098800
Today-1103,56.76,58.6,56.4,58.26,15781400
Today-1104,57.53,59.43,56.77,57.25,17456400
Today-1105,58.43,59.13,57.06,57.96,9271300
Today-1106,57.23,59.43,57.14,58.37,11710700
Today-1107,55.53,57.63,55.45,57.5,13991700
Today-1108,55.83,56.1,54.76,55.58,11700800
Today-1109,53.86,56.51,53.74,56.38,16725800
Today-1110,53,53.47,52,53.31,10265100
Today-1111,53.05,54.75,53.05,53.2,8276200
Today-1112,53.01,54.05,53.01,53.54,7492000
Today-1113,54.3,54.9,52.36,53.05,13076300
Today-1114,54.64,55.97,53.83,54.17,12262500
Today-1115,54.7,54.82,53.37,54.05,10115300
Today-1116,54,54.92,53.15,54.84,13889900
Today-1117,57.43,57.45,55.25,55.38,13133800
Today-1118,59.1,59.24,57.56,57.69,10831600
Today-1119,59.4,59.59,58.28,58.9,8798900
Today-1120,59.12,60.19,58.03,58.76,15448200
Today-1121,59.07,60.94,58.51,58.75,17688400
Today-1122,59.59,59.65,58.2,58.51,11159900
Today-1123,58,59.5,57.9,58.89,10192700
Today-1124,58.73,58.9,57.65,57.97,10679400
Today-1125,57.3,58.42,56.55,58.14,11490700
Today-1126,57.41,58.27,56.68,56.72,16901700
Today-1127,55.72,56.63,55.49,56.5,9861500
Today-1128,54.56,56.45,53.6,54.9,15707200
Today-1129,57.22,57.3,54.55,54.71,13572800
Today-1130,58.84,59.13,57.56,58.06,10039400
Today-1131,59.54,59.68,58.38,58.73,9924900
Today-1132,58.15,59.3,57.58,58.87,13056400
Today-1133,56.98,57.9,56.5,57.88,13146500
Today-1134,54.58,56.11,53.81,56.11,9678600
Today-1135,54.95,55.24,53.96,54.25,7688100
Today-1136,53.31,55,53.08,54.61,12025300
Today-1137,51.08,53.07,50.3,53.01,11379800
Today-1138,52.14,52.58,50.62,50.65,7078100
Today-1139,51.78,52.71,51.38,51.38,7790300
Today-1140,50.78,52.57,50.66,51.39,8432100
Today-1141,51.31,51.42,50.15,51.17,6960800
Today-1142,51.19,51.99,50.61,51.34,8582000
Today-1143,49.45,51.19,49.07,51.14,10841700
Today-1144,46.53,49,46.5,48.87,9928000
Today-1145,46.37,46.8,45.82,45.9,4105400
Today-1146,46.73,46.92,45.5,45.84,4750400
Today-1147,46.06,47.1,45.75,47.01,4736700
Today-1148,46.43,47.19,46.09,46.26,6722700
Today-1149,47,47.24,45.7,45.85,5474100
Today-1150,47.47,48.11,46.68,46.95,5241900
Today-1151,47.86,48.67,47.2,47.64,9034600
Today-1152,45.9,47.4,45.68,47.24,7034500
Today-1153,46.11,46.67,45.44,46.37,5506200
